Ticker,Date,Revenue,GrossProfit,EBITDA,OperatingIncome,NetIncome,EPS,TotalDebt,Cash,FCF,DebtToEquity,DebtToFCF,PE,PEG,PB,PS,PromoterHolding,InstitutionalHolding,PriceTargetHigh,PriceTargetLow,PriceTargetAvg,EPSEstimate,Buybacks,Dividends,Splits
TCS.NS,2025-06-30,,281380000000.0,185350000000.0,155390000000.0,127600000000.0,,,,,,,,,,,,,,,,,,,
TCS.NS,2025-03-31,,367220000000.0,180080000000.0,157290000000.0,122240000000.0,,,,,,,,,,,,,,,,,,,
TCS.NS,2024-12-31,,244980000000.0,182770000000.0,156570000000.0,123800000000.0,,,,,,,,,,,,,,,,,,,
TCS.NS,2024-09-30,,243750000000.0,174600000000.0,154650000000.0,119090000000.0,,,,,,,,,,,,,,,,,,,
TCS.NS,2024-06-30,,270370000000.0,176240000000.0,154850000000.0,120400000000.0,,,,,,,,,,,,,,,,,,,
TCS.NS,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
