Ticker,Date,Revenue,GrossProfit,EBITDA,OperatingIncome,NetIncome,EPS,TotalDebt,Cash,FCF,DebtToEquity,DebtToFCF,PE,PEG,PB,PS,PromoterHolding,InstitutionalHolding,PriceTargetHigh,PriceTargetLow,PriceTargetAvg,EPSEstimate,Buybacks,Dividends,Splits
INFY.NS,2025-09-30,,1560000000.0,1312000000.0,1065000000.0,839000000.0,,,,,,,,,,,,,,,,,,,
INFY.NS,2025-06-30,,1525000000.0,1028000000.0,1028000000.0,809000000.0,,,,,,,,,,,,,,,,,,,
INFY.NS,2025-03-31,,1428000000.0,1279000000.0,985000000.0,813000000.0,,,,,,,,,,,,,,,,,,,
INFY.NS,2024-12-31,,1495000000.0,1155000000.0,1054000000.0,804000000.0,,,,,,,,,,,,,,,,,,,
INFY.NS,2024-09-30,,1494000000.0,1033000000.0,1033000000.0,777000000.0,,,,,,,,,,,,,,,,,,,
INFY.NS,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,
INFY.NS,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
